Name,unpol.18x275_pim_HB_opt6
Comment,Ralf's pseudo data for EIC.
Reference,Ralf
Process type,SIDIS
Number of points,16529
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
0,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.00936,0.0,0.05,0.0345,0.0,0.05,2570000000.0,2380000.0,2460000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.00901,0.0,0.05,0.0775,0.05,0.1,7960000000.0,4190000.0,6860000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
2,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.00906,0.0,0.05,0.152,0.1,0.2,11800000000.0,3600000.0,9390000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
3,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.00945,0.0,0.05,0.248,0.2,0.3,11300000000.0,3530000.0,8280000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
4,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.00987,0.0,0.05,0.347,0.3,0.4,8680000000.0,3090000.0,5790000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
5,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.0103,0.0,0.05,0.447,0.4,0.5,5970000000.0,2570000.0,3470000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
6,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.0106,0.0,0.05,0.546,0.5,0.6,3950000000.0,2090000.0,1870000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
7,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.0113,0.0,0.05,0.646,0.6,0.7,2480000000.0,1660000.0,1200000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
8,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.0114,0.0,0.05,0.745,0.7,0.8,1560000000.0,1310000.0,773000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
9,1 - 1 - 2021,19800.0,1.0295630140987,1.0,1.3335216533675034,5.96e-05,3.98107e-05,6.30957e-05,0.0116,0.0,0.05,0.845,0.8,0.9,942000000.0,1020000.0,487000000.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
