Name,Siv.en_18x100_pip_HB_opt5
Comment,Ralf's pseudo data for EIC (Sivers).
Reference,Ralf
Process type,SIDIS
Number of points,4617
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
0,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0630145812734648,1.0,1.7782013384316186,0.00019,0.0001,0.000215443,0.0201,0.0,0.05,0.0305,0.0,0.05,-0.00107,0.00197,26.7,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
1,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0488088481701516,1.0,1.7782013384316186,0.000197,0.0001,0.000215443,0.0646,0.05,0.1,0.039,0.0,0.05,0.0217,0.00884,0.137,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
2,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0295630140987,1.0,1.7782013384316186,0.000205,0.0001,0.000215443,0.118,0.1,0.15,0.0387,0.0,0.05,-0.0272,0.0378,11.5,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
3,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0677078252031311,1.0,1.7782013384316186,0.00019,0.0001,0.000215443,0.0331,0.0,0.05,0.0723,0.05,0.1,0.00693,0.00166,3.55,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
4,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0630145812734648,1.0,1.7782013384316186,0.00019,0.0001,0.000215443,0.0667,0.05,0.1,0.0792,0.05,0.1,0.0276,0.00242,0.139,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
5,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0535653752852738,1.0,1.7782013384316186,0.000195,0.0001,0.000215443,0.118,0.1,0.15,0.0813,0.05,0.1,-0.0942,0.00603,0.0612,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
6,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.044030650891055,1.0,1.7782013384316186,0.000201,0.0001,0.000215443,0.17,0.15,0.2,0.0819,0.05,0.1,-0.000114,0.0158,167.0,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
7,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.03440804327886,1.0,1.7782013384316186,0.000205,0.0001,0.000215443,0.229,0.2,0.3,0.0846,0.05,0.1,-0.0364,0.0269,3.9,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
8,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0770329614269007,1.0,1.7782013384316186,0.000192,0.0001,0.000215443,0.0417,0.0,0.05,0.121,0.1,0.2,-0.0209,0.00246,0.157,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
9,1 - 1 - 12041,1 - 1 - 2041,7200.0,1.0677078252031311,1.0,1.7782013384316186,0.00019,0.0001,0.000215443,0.0715,0.05,0.1,0.149,0.1,0.2,-0.00779,0.00114,0.177,1.0,True,0.01,0.95,10.0,14400.0,0.938,0.139
