Name,unpol.EIC.empty5x41_cut
Comment,Bins for EIC set
Reference,AV
Process type,SIDIS
Number of points,3730
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
1288,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.075,0.05,0.1,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1302,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.125,0.1,0.15,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1316,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.175,0.15,0.2,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1317,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.175,0.15,0.2,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1330,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.225,0.2,0.25,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1331,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.225,0.2,0.25,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1344,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.275,0.25,0.3,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1345,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.275,0.25,0.3,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1358,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.35,0.3,0.4,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1359,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.35,0.3,0.4,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1360,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.35,0.3,0.4,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1372,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.45,0.4,0.5,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1373,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.45,0.4,0.5,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1374,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.45,0.4,0.5,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1386,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.55,0.5,0.6,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1387,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.55,0.5,0.6,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1388,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.55,0.5,0.6,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1389,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.55,0.5,0.6,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1400,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.65,0.6,0.7,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1401,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.65,0.6,0.7,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1402,1 - 1 - 2001,820.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.00815479,0.00630957,0.01,0.65,0.6,0.7,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
