# Data for pos pions, by Charlotte Van Hulse (with indicated binning)
# xSec stat_un <Q2> Q2Min, Q2Max, <xB>, xMin, xMax, <z>, zMin, zMax, <pt>, pTmin, pTmax
2166556693.01736    245320.46462    2.089289    1    10    0.000268    0.0001    0.0005    0.005647    0.001    0.03    0.02649    0.    0.04
5884373476.4391    404295.459769    2.079827    1    10    0.000267    0.0001    0.0005    0.005565    0.001    0.03    0.061755    0.04    0.08
8372125728.09161    482243.764089    2.0859    1    10    0.000267    0.0001    0.0005    0.00562    0.001    0.03    0.100712    0.08    0.12
9561112332.27307    515350.806417    2.083143    1    10    0.000266    0.0001    0.0005    0.005755    0.001    0.03    0.140239    0.12    0.16
9739830394.31999    520145.022361    2.083803    1    10    0.000266    0.0001    0.0005    0.005903    0.001    0.03    0.179943    0.16    0.2
9336822618.25618    509270.246373    2.084565    1    10    0.000266    0.0001    0.0005    0.006071    0.001    0.03    0.21977    0.2    0.24
8578969218.03646    488164.624385    2.084953    1    10    0.000265    0.0001    0.0005    0.006209    0.001    0.03    0.259669    0.24    0.28
7680330076.29007    461890.140747    2.085427    1    10    0.000265    0.0001    0.0005    0.006373    0.001    0.03    0.299604    0.28    0.32
6728030578.68578    432307.458063    2.08059    1    10    0.000264    0.0001    0.0005    0.006526    0.001    0.03    0.339518    0.32    0.36
5815778095.42863    401932.073291    2.086699    1    10    0.000264    0.0001    0.0005    0.006679    0.001    0.03    0.37951    0.36    0.4
4978650110.37255    371881.481657    2.089676    1    10    0.000264    0.0001    0.0005    0.006821    0.001    0.03    0.419454    0.4    0.44
4228330306.91121    342715.070629    2.089456    1    10    0.000264    0.0001    0.0005    0.006983    0.001    0.03    0.45942    0.44    0.48
3562756858.56339    314587.775181    2.086136    1    10    0.000263    0.0001    0.0005    0.007157    0.001    0.03    0.49945    0.48    0.52
2998503678.19751    288603.133799    2.094856    1    10    0.000263    0.0001    0.0005    0.007256    0.001    0.03    0.539442    0.52    0.56
2502555108.4409    263657.769995    2.094838    1    10    0.000263    0.0001    0.0005    0.007405    0.001    0.03    0.579388    0.56    0.6
2086383363.30454    240738.641321    2.079638    1    10    0.000262    0.0001    0.0005    0.007547    0.001    0.03    0.619366    0.6    0.64
1726911846.40228    219020.029931    2.092616    1    10    0.000262    0.0001    0.0005    0.007722    0.001    0.03    0.659379    0.64    0.68
1409179098.90871    197848.082777    2.103854    1    10    0.000261    0.0001    0.0005    0.007823    0.001    0.03    0.699346    0.68    0.72
1168923446.49863    180194.60518    2.084743    1    10    0.000261    0.0001    0.0005    0.007974    0.001    0.03    0.739269    0.72    0.76
965199129.948462    163740.914078    2.089903    1    10    0.000262    0.0001    0.0005    0.00815    0.001    0.03    0.779379    0.76    0.8
784128471.019095    147585.048081    2.092098    1    10    0.000261    0.0001    0.0005    0.008243    0.001    0.03    0.81932    0.8    0.84
643316295.819568    133678.334468    2.084672    1    10    0.00026    0.0001    0.0005    0.008405    0.001    0.03    0.85934    0.84    0.88
518417191.667558    120001.98976    2.098545    1    10    0.00026    0.0001    0.0005    0.00855    0.001    0.03    0.899237    0.88    0.92
427168153.036292    108930.170425    2.087721    1    10    0.000259    0.0001    0.0005    0.008756    0.001    0.03    0.939254    0.92    0.96
348448675.32948    98382.568935    2.103536    1    10    0.000261    0.0001    0.0005    0.00881    0.001    0.03    0.979201    0.96    1.
281835819.781741    88480.352462    2.073857    1    10    0.00026    0.0001    0.0005    0.008925    0.001    0.03    1.019114    1.    1.04
234017305.620686    80625.558675    2.066726    1    10    0.000257    0.0001    0.0005    0.009173    0.001    0.03    1.059124    1.04    1.08
190348878.094946    72714.983573    2.082852    1    10    0.000256    0.0001    0.0005    0.009104    0.001    0.03    1.099333    1.08    1.12
153288868.778309    65253.53732    2.072677    1    10    0.000258    0.0001    0.0005    0.009298    0.001    0.03    1.139448    1.12    1.16
127331002.052959    59472.44975    2.060687    1    10    0.000254    0.0001    0.0005    0.009427    0.001    0.03    1.179521    1.16    1.2
106131196.438163    54296.305491    2.113788    1    10    0.00026    0.0001    0.0005    0.009625    0.001    0.03    1.219165    1.2    1.24
89980222.33512    49994.505902    2.067341    1    10    0.000254    0.0001    0.0005    0.009753    0.001    0.03    1.259278    1.24    1.28
72745467.645784    44952.279526    2.115523    1    10    0.000257    0.0001    0.0005    0.010031    0.001    0.03    1.29956    1.28    1.32
60004437.338637    40826.338632    2.090986    1    10    0.000258    0.0001    0.0005    0.010249    0.001    0.03    1.339063    1.32    1.36
50276845.734841    37370.831516    2.089196    1    10    0.000254    0.0001    0.0005    0.010191    0.001    0.03    1.379334    1.36    1.4
44514305.056505    35164.022435    2.113104    1    10    0.000252    0.0001    0.0005    0.010238    0.001    0.03    1.419647    1.4    1.44
38011621.538749    32494.282206    2.081978    1    10    0.000253    0.0001    0.0005    0.010395    0.001    0.03    1.459327    1.44    1.48
31614672.712339    29634.192297    2.203874    1    10    0.000259    0.0001    0.0005    0.010736    0.001    0.03    1.499503    1.48    1.52
27543887.095533    27660.585223    2.078434    1    10    0.00025    0.0001    0.0005    0.010296    0.001    0.03    1.539305    1.52    1.56
23499535.151563    25549.263499    2.09569    1    10    0.000253    0.0001    0.0005    0.010882    0.001    0.03    1.579091    1.56    1.6
20803300.52225    24038.915511    2.119736    1    10    0.000251    0.0001    0.0005    0.011002    0.001    0.03    1.61903    1.6    1.64
17789861.8189    22229.773465    2.09101    1    10    0.000251    0.0001    0.0005    0.010532    0.001    0.03    1.659694    1.64    1.68
17155453.670826    21829.804849    2.106052    1    10    0.000252    0.0001    0.0005    0.011074    0.001    0.03    1.699543    1.68    1.72
13613341.510748    19446.037522    2.130423    1    10    0.000257    0.0001    0.0005    0.011145    0.001    0.03    1.739236    1.72    1.76
11445780.338163    17830.825632    2.086142    1    10    0.000247    0.0001    0.0005    0.010851    0.001    0.03    1.780705    1.76    1.8
10626336.480234    17180.68722    2.133301    1    10    0.000257    0.0001    0.0005    0.011666    0.001    0.03    1.819979    1.8    1.84
8961015.091541    15777.106385    2.132259    1    10    0.000249    0.0001    0.0005    0.011231    0.001    0.03    1.859594    1.84    1.88
8987448.764377    15800.359318    2.116252    1    10    0.000247    0.0001    0.0005    0.012082    0.001    0.03    1.89969    1.88    1.92
8300173.270631    15184.214455    2.174476    1    10    0.000244    0.0001    0.0005    0.011621    0.001    0.03    1.938664    1.92    1.96
6185479.443719    13107.969844    2.218196    1    10    0.000264    0.0001    0.0005    0.011553    0.001    0.03    1.979004    1.96    2.
6555550.863428    13494.392728    2.093238    1    10    0.000257    0.0001    0.0005    0.011755    0.001    0.03    2.019029    2.    2.04
5418902.931463    12268.866347    2.196072    1    10    0.000255    0.0001    0.0005    0.012211    0.001    0.03    2.060247    2.04    2.08
4943096.820408    11717.860087    2.199899    1    10    0.000255    0.0001    0.0005    0.012564    0.001    0.03    2.098808    2.08    2.12
4387989.690843    11040.317139    2.164483    1    10    0.000257    0.0001    0.0005    0.012539    0.001    0.03    2.139613    2.12    2.16
4282254.999497    10906.490167    2.174842    1    10    0.000263    0.0001    0.0005    0.011042    0.001    0.03    2.178027    2.16    2.2
4176520.308152    10771.000557    2.142871    1    10    0.000249    0.0001    0.0005    0.012085    0.001    0.03    2.219946    2.2    2.24
3039872.376186    9189.172941    2.287854    1    10    0.000254    0.0001    0.0005    0.013321    0.001    0.03    2.259789    2.24    2.28
2616933.610804    8525.995561    2.226242    1    10    0.000238    0.0001    0.0005    0.011616    0.001    0.03    2.300101    2.28    2.32
2431897.900949    8219.046141    2.249794    1    10    0.000248    0.0001    0.0005    0.011994    0.001    0.03    2.338655    2.32    2.36
2564066.265131    8439.434988    2.416177    1    10    0.000264    0.0001    0.0005    0.011855    0.001    0.03    2.380429    2.36    2.4
1506719.351675    6469.413832    2.060438    1    10    0.000244    0.0001    0.0005    0.011514    0.001    0.03    2.420862    2.4    2.44
1771056.080039    7013.986186    2.227588    1    10    0.000253    0.0001    0.0005    0.013075    0.001    0.03    2.459643    2.44    2.48
1559586.697348    6581.933812    2.432558    1    10    0.000255    0.0001    0.0005    0.013554    0.001    0.03    2.499272    2.48    2.52
1903224.444221    7270.993445    2.408549    1    10    0.000252    0.0001    0.0005    0.011395    0.001    0.03    2.540769    2.52    2.56
1480285.678839    6412.41348    2.510867    1    10    0.000244    0.0001    0.0005    0.012197    0.001    0.03    2.581799    2.56    2.6
1215948.950475    5811.743261    2.970739    1    10    0.000271    0.0001    0.0005    0.013776    0.001    0.03    2.618038    2.6    2.64
1189515.277638    5748.225034    2.488611    1    10    0.000257    0.0001    0.0005    0.011696    0.001    0.03    2.659151    2.64    2.68
1242382.623311    5874.574744    2.362717    1    10    0.000271    0.0001    0.0005    0.011214    0.001    0.03    2.69855    2.68    2.72
1215948.950475    5811.743261    2.027895    1    10    0.00025    0.0001    0.0005    0.013149    0.001    0.03    2.741365    2.72    2.76
555107.129564    3926.785261    1.938932    1    10    0.000194    0.0001    0.0005    0.012197    0.001    0.03    2.781128    2.76    2.8
660841.82091    4284.473976    1.985615    1    10    0.000242    0.0001    0.0005    0.012899    0.001    0.03    2.820843    2.8    2.84
1030913.24062    5351.30628    2.298952    1    10    0.00026    0.0001    0.0005    0.01338    0.001    0.03    2.859788    2.84    2.88
793010.185092    4693.406087    2.60249    1    10    0.000252    0.0001    0.0005    0.01201    0.001    0.03    2.899304    2.88    2.92
607974.475237    4109.523071    2.003935    1    10    0.000214    0.0001    0.0005    0.013866    0.001    0.03    2.939463    2.92    2.96
634408.148074    4197.910023    2.447374    1    10    0.000218    0.0001    0.0005    0.012923    0.001    0.03    2.977442    2.96    3.
528673.456728    3832.150023    2.139129    1    10    0.000264    0.0001    0.0005    0.012649    0.001    0.03    3.019396    3.    3.04
687275.493747    4369.323281    1.947045    1    10    0.000224    0.0001    0.0005    0.011091    0.001    0.03    3.057643    3.04    3.08
396505.092546    3318.739271    2.355217    1    10    0.000252    0.0001    0.0005    0.013682    0.001    0.03    3.09924    3.08    3.12
502239.783892    3735.117817    1.539841    1    10    0.000256    0.0001    0.0005    0.014386    0.001    0.03    3.144107    3.12    3.16
396505.092546    3318.739271    2.66443    1    10    0.000218    0.0001    0.0005    0.016932    0.001    0.03    3.179234    3.16    3.2
607974.475237    4109.523071    2.480131    1    10    0.000232    0.0001    0.0005    0.011134    0.001    0.03    3.217766    3.2    3.24
449372.438219    3533.06775    3.079323    1    10    0.000289    0.0001    0.0005    0.014739    0.001    0.03    3.303899    3.28    3.32
343637.746873    3089.578121    2.783656    1    10    0.000286    0.0001    0.0005    0.013855    0.001    0.03    3.340116    3.32    3.36
370071.41971    3206.20674    2.418066    1    10    0.000246    0.0001    0.0005    0.011527    0.001    0.03    3.42149    3.4    3.44
343637.746873    3089.578121    2.84143    1    10    0.00027    0.0001    0.0005    0.013897    0.001    0.03    3.782763    3.76    3.8
322860880.023841    94701.413814    2.183739    1    10    0.00028    0.0001    0.0005    0.035668    0.03    0.05    0.026332    0.    0.04
837788826.876994    152551.341711    2.104383    1    10    0.000277    0.0001    0.0005    0.035482    0.03    0.05    0.061643    0.04    0.08
1203181486.49461    182816.049509    2.063737    1    10    0.000276    0.0001    0.0005    0.035629    0.03    0.05    0.100758    0.08    0.12
1456495373.28587    201142.250195    2.069912    1    10    0.000275    0.0001    0.0005    0.035769    0.03    0.05    0.140469    0.12    0.16
1589033808.8876    210094.807229    2.058997    1    10    0.000275    0.0001    0.0005    0.035803    0.03    0.05    0.18022    0.16    0.2
1596435237.2818    210583.530357    2.047536    1    10    0.000275    0.0001    0.0005    0.035978    0.03    0.05    0.219923    0.2    0.24
1513301336.2113    205027.188997    2.03982    1    10    0.000276    0.0001    0.0005    0.035929    0.03    0.05    0.25977    0.24    0.28
1409073364.21736    197840.660087    2.035983    1    10    0.000275    0.0001    0.0005    0.035962    0.03    0.05    0.299672    0.28    0.32
1269979377.7522    187822.269546    2.030806    1    10    0.000275    0.0001    0.0005    0.036047    0.03    0.05    0.339771    0.32    0.36
1134850442.2125    177548.932396    2.021722    1    10    0.000274    0.0001    0.0005    0.03608    0.03    0.05    0.379621    0.36    0.4
1010585746.20857    167546.489917    2.023089    1    10    0.000274    0.0001    0.0005    0.036159    0.03    0.05    0.419559    0.4    0.44
881748024.803935    156502.398349    2.012078    1    10    0.000274    0.0001    0.0005    0.036045    0.03    0.05    0.459531    0.44    0.48
751588619.75748    144490.351442    2.031174    1    10    0.000274    0.0001    0.0005    0.036038    0.03    0.05    0.499443    0.48    0.52
661396928.039669    135543.855965    2.028005    1    10    0.000275    0.0001    0.0005    0.036134    0.03    0.05    0.53944    0.52    0.56
565601297.680541    125344.114971    2.034061    1    10    0.000275    0.0001    0.0005    0.036141    0.03    0.05    0.579559    0.56    0.6
477471432.443968    115165.512831    2.028365    1    10    0.000275    0.0001    0.0005    0.036127    0.03    0.05    0.619593    0.6    0.64
415114398.222891    107382.286743    2.031125    1    10    0.000276    0.0001    0.0005    0.036172    0.03    0.05    0.659588    0.64    0.68
350933440.576103    98732.725715    2.020231    1    10    0.000271    0.0001    0.0005    0.036131    0.03    0.05    0.699447    0.68    0.72
298409732.650167    91044.819953    2.011664    1    10    0.000274    0.0001    0.0005    0.036159    0.03    0.05    0.739539    0.72    0.76
248370789.970854    83061.354494    1.996153    1    10    0.000273    0.0001    0.0005    0.036234    0.03    0.05    0.779343    0.76    0.8
206526285.870826    75741.938675    2.029339    1    10    0.000272    0.0001    0.0005    0.036196    0.03    0.05    0.819223    0.8    0.84
177132041.676744    70145.095987    1.998125    1    10    0.000272    0.0001    0.0005    0.036186    0.03    0.05    0.859383    0.84    0.88
146786185.260552    63854.47545    2.025179    1    10    0.000276    0.0001    0.0005    0.036226    0.03    0.05    0.899602    0.88    0.92
125004838.843356    58926.705614    1.995829    1    10    0.00027    0.0001    0.0005    0.036297    0.03    0.05    0.939762    0.92    0.96
103778599.555723    53691.143372    2.017043    1    10    0.000271    0.0001    0.0005    0.036186    0.03    0.05    0.979688    0.96    1.
87786227.489698    49381.234484    2.039775    1    10    0.00027    0.0001    0.0005    0.036534    0.03    0.05    1.019365    1.    1.04
73802814.55924    45277.78906    2.038864    1    10    0.000272    0.0001    0.0005    0.036419    0.03    0.05    1.058901    1.04    1.08
62594937.276605    41698.300417    2.020296    1    10    0.000269    0.0001    0.0005    0.036286    0.03    0.05    1.099304    1.08    1.12
53686789.530737    38617.349847    2.015054    1    10    0.00027    0.0001    0.0005    0.036509    0.03    0.05    1.139615    1.12    1.16
43959197.92694    34944.081492    2.070187    1    10    0.000278    0.0001    0.0005    0.036329    0.03    0.05    1.179493    1.16    1.2
37509381.754858    32278.89823    2.062005    1    10    0.000271    0.0001    0.0005    0.036236    0.03    0.05    1.219509    1.2    1.24
31826142.095031    29733.138123    1.971762    1    10    0.000267    0.0001    0.0005    0.036184    0.03    0.05    1.25908    1.24    1.28
27279550.367169    27527.536904    2.058968    1    10    0.000275    0.0001    0.0005    0.0365    0.03    0.05    1.300124    1.28    1.32
23763871.879927    25692.558304    2.082125    1    10    0.000272    0.0001    0.0005    0.036172    0.03    0.05    1.339405    1.32    1.36
21411274.997487    24387.653409    2.054634    1    10    0.000259    0.0001    0.0005    0.036423    0.03    0.05    1.379801    1.36    1.4
17525525.090536    22064.001029    1.992685    1    10    0.000264    0.0001    0.0005    0.036371    0.03    0.05    1.419678    1.4    1.44
14432785.368677    20022.754673    2.106909    1    10    0.000263    0.0001    0.0005    0.036494    0.03    0.05    1.459553    1.44    1.48
13904111.911949    19652.616388    2.055281    1    10    0.000273    0.0001    0.0005    0.036861    0.03    0.05    1.499306    1.48    1.52
11207877.282635    17644.543761    2.073975    1    10    0.00026    0.0001    0.0005    0.036542    0.03    0.05    1.539721    1.52    1.56
11630816.048018    17974.376861    1.996571    1    10    0.000269    0.0001    0.0005    0.036089    0.03    0.05    1.579941    1.56    1.6
10018362.004997    16681.96132    2.073789    1    10    0.000269    0.0001    0.0005    0.03679    0.03    0.05    1.620566    1.6    1.64
8485208.980486    15352.532347    2.062582    1    10    0.000262    0.0001    0.0005    0.037032    0.03    0.05    1.659411    1.64    1.68
7163525.338666    14106.268641    2.137496    1    10    0.000267    0.0001    0.0005    0.035878    0.03    0.05    1.699348    1.68    1.72
6502683.517755    13439.869706    1.961415    1    10    0.000268    0.0001    0.0005    0.035959    0.03    0.05    1.738905    1.72    1.76
5630372.314154    12505.967813    1.998115    1    10    0.000264    0.0001    0.0005    0.036323    0.03    0.05    1.78104    1.76    1.8
5656805.98699    12535.29017    2.00369    1    10    0.00026    0.0001    0.0005    0.036872    0.03    0.05    1.819832    1.8    1.84
5048831.511753    11842.521681    2.088376    1    10    0.00027    0.0001    0.0005    0.034874    0.03    0.05    1.859251    1.84    1.88
3859316.234115    10353.899204    2.085225    1    10    0.000257    0.0001    0.0005    0.036504    0.03    0.05    1.899414    1.88    1.92
4387989.690843    11040.317139    2.22478    1    10    0.000273    0.0001    0.0005    0.035747    0.03    0.05    1.93903    1.92    1.96
3145607.067532    9347.618632    2.12407    1    10    0.000263    0.0001    0.0005    0.036657    0.03    0.05    1.980986    1.96    2.
3277775.431714    9541.976606    2.303276    1    10    0.000286    0.0001    0.0005    0.037709    0.03    0.05    2.020149    2.    2.04
2749101.974986    8738.646563    2.339975    1    10    0.00027    0.0001    0.0005    0.036789    0.03    0.05    2.058973    2.04    2.08
2828402.993495    8863.788683    2.286946    1    10    0.000283    0.0001    0.0005    0.036546    0.03    0.05    2.098346    2.08    2.12
1982525.46273    7420.926609    2.231768    1    10    0.000259    0.0001    0.0005    0.036661    0.03    0.05    2.139651    2.12    2.16
2220428.518258    7853.570522    2.198246    1    10    0.000276    0.0001    0.0005    0.036217    0.03    0.05    2.179048    2.16    2.2
2458331.573786    8263.594143    2.224767    1    10    0.000276    0.0001    0.0005    0.037478    0.03    0.05    2.220299    2.2    2.24
1982525.46273    7420.926609    2.262318    1    10    0.00026    0.0001    0.0005    0.034772    0.03    0.05    2.262173    2.24    2.28
1982525.46273    7420.926609    2.128642    1    10    0.000253    0.0001    0.0005    0.03736    0.03    0.05    2.298729    2.28    2.32
1559586.697348    6581.933812    2.123576    1    10    0.000288    0.0001    0.0005    0.035671    0.03    0.05    2.339595    2.32    2.36
845877.530765    4847.328963    2.350239    1    10    0.000292    0.0001    0.0005    0.037896    0.03    0.05    2.379101    2.36    2.4
