Name,unpol.5x41_pip_HB_opt4
Comment,Ralf's pseudo data for EIC.
Reference,Ralf
Process type,SIDIS
Number of points,11041
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
0,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0142,0.0,0.05,0.0341,0.0,0.05,39700000.0,59100.0,39300000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
1,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0124,0.0,0.05,0.0772,0.05,0.1,118000000.0,102000.0,112000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
2,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0124,0.0,0.05,0.152,0.1,0.2,176000000.0,87800.0,161000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
3,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0135,0.0,0.05,0.248,0.2,0.3,168000000.0,85800.0,149000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
4,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0152,0.0,0.05,0.347,0.3,0.4,118000000.0,72000.0,100000000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
5,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0166,0.0,0.05,0.446,0.4,0.5,76100000.0,57800.0,60500000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
6,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0178,0.0,0.05,0.546,0.5,0.6,47200000.0,45600.0,34400000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
7,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0189,0.0,0.05,0.646,0.6,0.7,29200000.0,35800.0,21300000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
8,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.02,0.0,0.05,0.746,0.7,0.8,17500000.0,27800.0,12800000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
9,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0211,0.0,0.05,0.845,0.8,0.9,10000000.0,21000.0,7350000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
10,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0223,0.0,0.05,0.946,0.9,1.0,5920000.0,16100.0,4290000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
11,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0246,0.0,0.05,1.15,1.0,1.5,1470000.0,3590.0,1080000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
12,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0303,0.0,0.05,1.66,1.5,2.0,104000.0,954.0,60900.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
13,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00149,0.001,0.00158489,0.0359,0.0,0.05,2.34,2.0,4.0,1930.0,65.1,350.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
14,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0699,0.05,0.1,0.0336,0.0,0.05,4620000.0,20200.0,4290000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
15,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.07,0.05,0.1,0.0771,0.05,0.1,13500000.0,34400.0,10600000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
16,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0708,0.05,0.1,0.153,0.1,0.2,24400000.0,32700.0,16700000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
17,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0711,0.05,0.1,0.25,0.2,0.3,28800000.0,35600.0,17300000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
18,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0717,0.05,0.1,0.348,0.3,0.4,24600000.0,32900.0,12800000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
19,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0718,0.05,0.1,0.448,0.4,0.5,18500000.0,28500.0,6530000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
20,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0724,0.05,0.1,0.547,0.5,0.6,13900000.0,24700.0,2790000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
21,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0721,0.05,0.1,0.646,0.6,0.7,8980000.0,19900.0,1760000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
22,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0724,0.05,0.1,0.747,0.7,0.8,5790000.0,15900.0,1350000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
23,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.0732,0.05,0.1,0.846,0.8,0.9,3870000.0,13000.0,1230000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
24,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.072,0.05,0.1,0.946,0.9,1.0,2510000.0,10500.0,952000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
25,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0725,0.05,0.1,1.16,1.0,1.5,737000.0,2540.0,313000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
26,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.074,0.05,0.1,1.68,1.5,2.0,100000.0,938.0,65100.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
27,1 - 1 - 2001,820.0,1.0392304845413265,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.0732,0.05,0.1,2.36,2.0,4.0,5950.0,114.0,3850.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
28,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.0317,0.0,0.05,1700000.0,12200.0,1270000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
29,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.0782,0.05,0.1,4870000.0,20700.0,2910000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
30,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.155,0.1,0.2,9600000.0,20500.0,4510000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
31,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.122,0.1,0.15,0.25,0.2,0.3,13100000.0,24000.0,5230000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
32,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.349,0.3,0.4,12600000.0,23500.0,3610000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
33,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.447,0.4,0.5,9830000.0,20800.0,1180000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
34,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.547,0.5,0.6,6950000.0,17500.0,760000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
35,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00148,0.001,0.00158489,0.123,0.1,0.15,0.646,0.6,0.7,4910000.0,14700.0,252000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
36,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.123,0.1,0.15,0.746,0.7,0.8,3470000.0,12300.0,319000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
37,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.123,0.1,0.15,0.847,0.8,0.9,2100000.0,9620.0,63000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
38,1 - 1 - 2001,820.0,1.03440804327886,1.0,1.3335216533675034,0.00147,0.001,0.00158489,0.124,0.1,0.15,0.946,0.9,1.0,1440000.0,7940.0,168000.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
