"# Data for pos pions, by Charlotte Van Hulse v2 : smaller Q-binning"
"# xSec stat_un <Q2> <xB> <z> <pt>"
15806754815.3673    2811294.614174    1.222695    0.000244    0.005887    0.026423
43164178782.7125    4645652.74115    1.222221    0.000243    0.005829    0.061709
61148222362.2687    5529386.148673    1.222479    0.000243    0.005933    0.100724
69990603130.1199    5915682.679544    1.223092    0.000242    0.006092    0.140222
71185828081.0908    5965979.721768    1.223087    0.000242    0.006258    0.179962
68286265640.32    5843212.542785    1.222973    0.000242    0.006469    0.219788
62740269609.8596    5600904.820199    1.22352    0.000242    0.006611    0.25965
55934338997.325    5288399.521468    1.222899    0.000242    0.006824    0.299641
49120319680.9024    4955820.803908    1.223578    0.000241    0.006968    0.339528
42286316507.8155    4598169.01102    1.223223    0.00024    0.007173    0.379427
36045643555.2145    4245329.407432    1.222844    0.00024    0.007308    0.41943
30676647398.0668    3916417.201861    1.223417    0.00024    0.007507    0.459433
25842457309.7452    3594611.057524    1.224077    0.000239    0.007695    0.499438
21629670002.4617    3288591.644037    1.224326    0.000239    0.00779    0.539438
18023535486.7739    3001960.649873    1.223677    0.000238    0.007966    0.579424
15143481096.5562    2751679.586776    1.222451    0.000238    0.008079    0.619334
12515128139.0869    2501512.356464    1.224132    0.000237    0.008275    0.659416
10119920176.0347    2249435.504303    1.224309    0.000235    0.008387    0.699296
8430332675.67736    2053087.026368    1.225646    0.000236    0.00859    0.739199
6946769221.40701    1863701.85671    1.225074    0.000236    0.008871    0.779337
5607375018.78643    1674421.544711    1.226633    0.000236    0.008834    0.819467
4640537001.1221    1523242.75825    1.223523    0.000235    0.008996    0.859376
3740787645.11657    1367623.421326    1.224528    0.000234    0.009178    0.899199
3055626845.19698    1236047.500138    1.225269    0.000234    0.009362    0.939321
2460393400.26683    1109142.326365    1.224615    0.000234    0.009483    0.979226
2061192073.09145    1015182.76017    1.225193    0.000234    0.009527    1.019282
1681974602.5804    917053.597829    1.226847    0.000233    0.009689    1.059421
1368418375.39497    827169.382713    1.227368    0.000231    0.009752    1.099306
1099112116.53769    741320.482834    1.222537    0.000232    0.009921    1.139215
917829988.225625    677432.649134    1.229261    0.000228    0.009955    1.179481
747015594.356782    611152.842731    1.22293    0.000232    0.010302    1.219151
650902759.923616    570483.461602    1.230997    0.000229    0.010509    1.259277
493410937.16432    496694.542533    1.231984    0.000226    0.010406    1.299372
414427122.729144    455207.16313    1.226893    0.000233    0.011004    1.338972
353523940.514069    420430.69614    1.227868    0.00023    0.010727    1.379605
295475594.965327    384366.748669    1.22667    0.000221    0.010701    1.420141
268830452.74623    366626.821677    1.224211    0.000225    0.011034    1.459198
208878882.753266    323170.916663    1.239705    0.000227    0.011454    1.499318
193177281.088442    310787.130596    1.222218    0.000227    0.010902    1.539479
172241812.20201    293463.636761    1.232695    0.000231    0.011594    1.580319
147024088.31608    271131.046098    1.231998    0.000209    0.011138    1.618689
129419262.207035    254380.878023    1.243722    0.000224    0.01124    1.660198
114669272.764321    239446.520923    1.221024    0.000222    0.011501    1.699099
86596712.21206    208082.570404    1.217717    0.000221    0.012    1.738928
83741875.545728    204623.893455    1.237172    0.000216    0.011689    1.781182
72322528.880402    190161.153867    1.226583    0.000229    0.012734    1.821073
62330600.548241    176536.965744    1.21562    0.000217    0.012196    1.859759
58999957.770854    171755.578906    1.223653    0.000218    0.013008    1.900102
48532223.327638    155775.837869    1.216277    0.000209    0.012161    1.938537
36161264.440201    134464.241418    1.24835    0.000228    0.012236    1.979365
43298356.10603    147136.59658    1.234442    0.000241    0.013005    2.018236
35685458.329146    133576.67897    1.246363    0.000228    0.012159    2.060106
30927397.218593    124353.120625    1.237828    0.000221    0.012224    2.099933
29975784.996482    122425.048492    1.239967    0.00022    0.013207    2.139988
29499978.885427    121449.534551    1.248749    0.000219    0.012573    2.177995
29024172.774372    120466.121325    1.238558    0.000217    0.012486    2.220406
16653213.886935    91250.243526    1.225127    0.000212    0.014899    2.259205
19032244.442211    97550.613638    1.262311    0.000209    0.012668    2.299857
13322571.109548    81616.698995    1.19162    0.000234    0.012787    2.339566
14749989.442714    85877.789453    1.236547    0.000204    0.011395    2.381916
2271022568.06683    1065603.718102    1.219931    0.000255    0.035356    0.026182
6206890718.71607    1761659.830773    1.220653    0.000255    0.035379    0.061716
9086469302.8226    2131486.488677    1.219061    0.000255    0.035626    0.100684
10859322872.6146    2330163.39262    1.219154    0.000255    0.035719    0.140406
12026475263.0331    2452190.37424    1.220298    0.000255    0.035856    0.180326
12231547696.898    2473009.067603    1.221043    0.000255    0.03585    0.219989
11671999710.297    2415781.417088    1.220153    0.000255    0.035883    0.25974
10815548710.3975    2325462.180987    1.219917    0.000256    0.035904    0.299725
9820162326.06983    2215870.294723    1.2197    0.000256    0.036081    0.339789
8809550146.18842    2098755.601087    1.220954    0.000254    0.036006    0.379579
7864123403.52159    1982942.687462    1.219053    0.000254    0.036097    0.419523
6915841824.18843    1859548.577503    1.219045    0.000253    0.036049    0.459507
5804358748.7633    1703578.402769    1.21973    0.000255    0.03598    0.499512
5113012469.39998    1598907.82558    1.220302    0.000255    0.036115    0.539347
4306045305.05025    1467318.183805    1.22019    0.000256    0.036135    0.579483
3700819931.78793    1360297.748985    1.220548    0.000256    0.036007    0.619778
3207884800.73466    1266468.475868    1.217709    0.000256    0.036132    0.659515
2729699659.12412    1168267.875773    1.218074    0.000252    0.036055    0.699258
2352861219.16833    1084633.859689    1.222176    0.000255    0.036172    0.739685
1935103453.6618    983642.07252    1.216087    0.000253    0.036306    0.779452
1596805308.70151    893533.80146    1.223218    0.00025    0.036202    0.819175
1383644170.94874    831758.429759    1.217676    0.000254    0.036052    0.859338
1119571779.31306    748188.405187    1.22057    0.000257    0.036153    0.899671
968265435.997487    695796.463054    1.21978    0.00025    0.036184    0.939933
790313950.462812    628615.124883    1.225397    0.000251    0.036261    0.979726
668983392.143717    578352.570732    1.218653    0.000249    0.036669    1.019758
560975404.934169    529610.897232    1.214952    0.000251    0.036503    1.058704
483419008.832159    491639.608266    1.22387    0.00025    0.036049    1.099576
402531969.952765    448626.776928    1.222155    0.000251    0.036831    1.139684
342580399.959798    413872.202473    1.221045    0.000247    0.036397    1.179635
294523982.743215    383747.301452    1.226531    0.000248    0.035686    1.219386
259790136.63618    360409.58411    1.220171    0.00025    0.036113    1.259155
196507923.865829    313454.880219    1.209554    0.000254    0.036379    1.29974
175096648.868341    295885.661082    1.216745    0.000248    0.035772    1.33932
156540210.537185    279767.948966    1.242796    0.00024    0.036554    1.379922
146072476.09397    270252.174916    1.229422    0.000242    0.03631    1.419965
100870895.543718    224578.377792    1.223292    0.000235    0.036865    1.459074
98967671.099497    222449.624746    1.22603    0.000255    0.036149    1.499112
76128977.768844    195101.227276    1.203739    0.000235    0.036516    1.541236
88499936.656281    210356.764398    1.221474    0.000248    0.035167    1.579423
74225753.324623    192647.026093    1.224496    0.000253    0.037383    1.620797
60903182.215076    174503.842673    1.208292    0.000245    0.03704    1.659228
49008029.438693    156537.58245    1.237337    0.000231    0.036447    1.698235
51387059.99397    160292.014764    1.199885    0.000246    0.035669    1.739511
41870937.772864    144690.942655    1.203603    0.000242    0.036769    1.781463
49483835.549749    157295.63813    1.24334    0.000234    0.037481    1.819691
33782233.884925    129965.829903    1.246732    0.000256    0.034189    1.858395
27596754.441206    117466.494034    1.220279    0.000229    0.035692    1.899175
27120948.330151    116449.448969    1.195358    0.000247    0.036155    1.938331
20459662.775377    101142.628934    1.228231    0.000246    0.036893    1.98043
23790305.552764    109064.90167    1.247237    0.000263    0.036697    2.020265
18080632.2201    95080.576934    1.21241    0.000223    0.035837    2.05616
19983856.664322    99959.633514    1.226411    0.000256    0.035878    2.099383
12846764.998492    80146.007382    1.228092    0.000215    0.038422    2.139925
